riddlemethis.xml	Tscheremissische Texte / Mari szövegek. IV. 1961	 p. 10-11	Ödön Beke	unknown	Riddles	unknown
FuneralSermonAndPrayer.xml	Dömötör, Adrienne: Régi magyar nyelvemlékek [Old Hungarian language records]. Budapest: Akadémiai Kiadó, 2006.	 pp.27	unknown	unknown	Funeral Sermon and Prayer	1190
